video_id,label,source,dataset,method,skip_frames,n_detected_frames,target_frames,feat_shape,video_path
celebdf_real_id59_0001,0,CelebDF,CelebDF,real,4,60,64,"[64, 30]",Celeb-real/id59_0001.mp4
celebdf_real_id59_0002,0,CelebDF,CelebDF,real,8,63,64,"[64, 30]",Celeb-real/id59_0002.mp4
celebdf_real_id59_0003,0,CelebDF,CelebDF,real,7,69,64,"[64, 30]",Celeb-real/id59_0003.mp4
celebdf_real_id59_0004,0,CelebDF,CelebDF,real,6,64,64,"[64, 30]",Celeb-real/id59_0004.mp4
celebdf_real_id59_0005,0,CelebDF,CelebDF,real,5,65,64,"[64, 30]",Celeb-real/id59_0005.mp4
celebdf_real_id59_0006,0,CelebDF,CelebDF,real,7,67,64,"[64, 30]",Celeb-real/id59_0006.mp4
celebdf_real_id59_0007,0,CelebDF,CelebDF,real,5,67,64,"[64, 30]",Celeb-real/id59_0007.mp4
celebdf_real_id59_0008,0,CelebDF,CelebDF,real,7,67,64,"[64, 30]",Celeb-real/id59_0008.mp4
celebdf_real_id59_0009,0,CelebDF,CelebDF,real,6,61,64,"[64, 30]",Celeb-real/id59_0009.mp4
celebdf_real_id5_0000,0,CelebDF,CelebDF,real,5,62,64,"[64, 30]",Celeb-real/id5_0000.mp4
celebdf_real_id5_0001,0,CelebDF,CelebDF,real,6,64,64,"[64, 30]",Celeb-real/id5_0001.mp4
celebdf_real_id5_0002,0,CelebDF,CelebDF,real,8,67,64,"[64, 30]",Celeb-real/id5_0002.mp4
celebdf_real_id5_0003,0,CelebDF,CelebDF,real,8,63,64,"[64, 30]",Celeb-real/id5_0003.mp4
celebdf_real_id5_0004,0,CelebDF,CelebDF,real,7,69,64,"[64, 30]",Celeb-real/id5_0004.mp4
celebdf_real_id5_0005,0,CelebDF,CelebDF,real,6,68,64,"[64, 30]",Celeb-real/id5_0005.mp4
celebdf_real_id5_0006,0,CelebDF,CelebDF,real,5,62,64,"[64, 30]",Celeb-real/id5_0006.mp4
celebdf_real_id5_0007,0,CelebDF,CelebDF,real,6,69,64,"[64, 30]",Celeb-real/id5_0007.mp4
celebdf_real_id5_0008,0,CelebDF,CelebDF,real,9,65,64,"[64, 30]",Celeb-real/id5_0008.mp4
celebdf_real_id5_0009,0,CelebDF,CelebDF,real,6,62,64,"[64, 30]",Celeb-real/id5_0009.mp4
celebdf_real_id60_0000,0,CelebDF,CelebDF,real,7,69,64,"[64, 30]",Celeb-real/id60_0000.mp4
celebdf_real_id60_0001,0,CelebDF,CelebDF,real,7,62,64,"[64, 30]",Celeb-real/id60_0001.mp4
celebdf_real_id60_0002,0,CelebDF,CelebDF,real,6,61,64,"[64, 30]",Celeb-real/id60_0002.mp4
celebdf_real_id60_0003,0,CelebDF,CelebDF,real,7,68,64,"[64, 30]",Celeb-real/id60_0003.mp4
celebdf_real_id60_0004,0,CelebDF,CelebDF,real,5,64,64,"[64, 30]",Celeb-real/id60_0004.mp4
celebdf_real_id60_0005,0,CelebDF,CelebDF,real,7,65,64,"[64, 30]",Celeb-real/id60_0005.mp4
celebdf_real_id60_0006,0,CelebDF,CelebDF,real,7,65,64,"[64, 30]",Celeb-real/id60_0006.mp4
celebdf_real_id60_0007,0,CelebDF,CelebDF,real,8,62,64,"[64, 30]",Celeb-real/id60_0007.mp4
celebdf_real_id60_0008,0,CelebDF,CelebDF,real,7,66,64,"[64, 30]",Celeb-real/id60_0008.mp4
celebdf_real_id60_0009,0,CelebDF,CelebDF,real,7,68,64,"[64, 30]",Celeb-real/id60_0009.mp4
celebdf_real_id61_0000,0,CelebDF,CelebDF,real,7,60,64,"[64, 30]",Celeb-real/id61_0000.mp4
celebdf_real_id61_0001,0,CelebDF,CelebDF,real,6,63,64,"[64, 30]",Celeb-real/id61_0001.mp4
celebdf_real_id61_0002,0,CelebDF,CelebDF,real,7,67,64,"[64, 30]",Celeb-real/id61_0002.mp4
celebdf_real_id61_0003,0,CelebDF,CelebDF,real,7,66,64,"[64, 30]",Celeb-real/id61_0003.mp4
celebdf_real_id61_0004,0,CelebDF,CelebDF,real,7,66,64,"[64, 30]",Celeb-real/id61_0004.mp4
celebdf_real_id61_0005,0,CelebDF,CelebDF,real,9,65,64,"[64, 30]",Celeb-real/id61_0005.mp4
celebdf_real_id61_0006,0,CelebDF,CelebDF,real,7,68,64,"[64, 30]",Celeb-real/id61_0006.mp4
celebdf_real_id61_0007,0,CelebDF,CelebDF,real,8,66,64,"[64, 30]",Celeb-real/id61_0007.mp4
celebdf_real_id61_0008,0,CelebDF,CelebDF,real,8,61,64,"[64, 30]",Celeb-real/id61_0008.mp4
celebdf_real_id61_0009,0,CelebDF,CelebDF,real,7,66,64,"[64, 30]",Celeb-real/id61_0009.mp4
celebdf_real_id6_0000,0,CelebDF,CelebDF,real,10,63,64,"[64, 30]",Celeb-real/id6_0000.mp4
celebdf_real_id6_0001,0,CelebDF,CelebDF,real,5,65,64,"[64, 30]",Celeb-real/id6_0001.mp4
celebdf_real_id6_0002,0,CelebDF,CelebDF,real,10,62,64,"[64, 30]",Celeb-real/id6_0002.mp4
celebdf_real_id6_0003,0,CelebDF,CelebDF,real,6,62,64,"[64, 30]",Celeb-real/id6_0003.mp4
celebdf_real_id6_0004,0,CelebDF,CelebDF,real,7,66,64,"[64, 30]",Celeb-real/id6_0004.mp4
celebdf_real_id6_0005,0,CelebDF,CelebDF,real,6,62,64,"[64, 30]",Celeb-real/id6_0005.mp4
celebdf_real_id6_0006,0,CelebDF,CelebDF,real,5,59,64,"[64, 30]",Celeb-real/id6_0006.mp4
celebdf_real_id6_0007,0,CelebDF,CelebDF,real,9,62,64,"[64, 30]",Celeb-real/id6_0007.mp4
celebdf_real_id6_0008,0,CelebDF,CelebDF,real,6,64,64,"[64, 30]",Celeb-real/id6_0008.mp4
celebdf_real_id6_0009,0,CelebDF,CelebDF,real,8,67,64,"[64, 30]",Celeb-real/id6_0009.mp4
celebdf_real_id7_0000,0,CelebDF,CelebDF,real,4,70,64,"[64, 30]",Celeb-real/id7_0000.mp4
celebdf_real_id7_0001,0,CelebDF,CelebDF,real,5,59,64,"[64, 30]",Celeb-real/id7_0001.mp4
celebdf_real_id7_0002,0,CelebDF,CelebDF,real,4,68,64,"[64, 30]",Celeb-real/id7_0002.mp4
celebdf_real_id7_0003,0,CelebDF,CelebDF,real,9,62,64,"[64, 30]",Celeb-real/id7_0003.mp4
celebdf_real_id7_0004,0,CelebDF,CelebDF,real,12,62,64,"[64, 30]",Celeb-real/id7_0004.mp4
celebdf_real_id7_0005,0,CelebDF,CelebDF,real,3,54,64,"[64, 30]",Celeb-real/id7_0005.mp4
celebdf_real_id7_0006,0,CelebDF,CelebDF,real,3,72,64,"[64, 30]",Celeb-real/id7_0006.mp4
celebdf_real_id7_0007,0,CelebDF,CelebDF,real,6,70,64,"[64, 30]",Celeb-real/id7_0007.mp4
celebdf_real_id7_0008,0,CelebDF,CelebDF,real,5,59,64,"[64, 30]",Celeb-real/id7_0008.mp4
celebdf_real_id7_0009,0,CelebDF,CelebDF,real,7,66,64,"[64, 30]",Celeb-real/id7_0009.mp4
celebdf_real_id8_0000,0,CelebDF,CelebDF,real,7,69,64,"[64, 30]",Celeb-real/id8_0000.mp4
celebdf_real_id8_0001,0,CelebDF,CelebDF,real,7,66,64,"[64, 30]",Celeb-real/id8_0001.mp4
celebdf_real_id8_0002,0,CelebDF,CelebDF,real,8,66,64,"[64, 30]",Celeb-real/id8_0002.mp4
celebdf_real_id8_0003,0,CelebDF,CelebDF,real,6,67,64,"[64, 30]",Celeb-real/id8_0003.mp4
celebdf_real_id8_0004,0,CelebDF,CelebDF,real,9,63,64,"[64, 30]",Celeb-real/id8_0004.mp4
celebdf_real_id8_0005,0,CelebDF,CelebDF,real,3,72,64,"[64, 30]",Celeb-real/id8_0005.mp4
celebdf_real_id8_0006,0,CelebDF,CelebDF,real,8,65,64,"[64, 30]",Celeb-real/id8_0006.mp4
celebdf_real_id8_0007,0,CelebDF,CelebDF,real,6,65,64,"[64, 30]",Celeb-real/id8_0007.mp4
celebdf_real_id8_0008,0,CelebDF,CelebDF,real,9,64,64,"[64, 30]",Celeb-real/id8_0008.mp4
celebdf_real_id8_0009,0,CelebDF,CelebDF,real,6,63,64,"[64, 30]",Celeb-real/id8_0009.mp4
celebdf_real_id9_0000,0,CelebDF,CelebDF,real,7,64,64,"[64, 30]",Celeb-real/id9_0000.mp4
celebdf_real_id9_0001,0,CelebDF,CelebDF,real,7,63,64,"[64, 30]",Celeb-real/id9_0001.mp4
celebdf_real_id9_0002,0,CelebDF,CelebDF,real,6,61,64,"[64, 30]",Celeb-real/id9_0002.mp4
celebdf_real_id9_0003,0,CelebDF,CelebDF,real,8,62,64,"[64, 30]",Celeb-real/id9_0003.mp4
celebdf_real_id9_0004,0,CelebDF,CelebDF,real,6,61,64,"[64, 30]",Celeb-real/id9_0004.mp4
celebdf_real_id9_0005,0,CelebDF,CelebDF,real,7,60,64,"[64, 30]",Celeb-real/id9_0005.mp4
celebdf_real_id9_0006,0,CelebDF,CelebDF,real,6,67,64,"[64, 30]",Celeb-real/id9_0006.mp4
celebdf_real_id9_0007,0,CelebDF,CelebDF,real,7,66,64,"[64, 30]",Celeb-real/id9_0007.mp4
celebdf_real_id9_0008,0,CelebDF,CelebDF,real,7,66,64,"[64, 30]",Celeb-real/id9_0008.mp4
celebdf_real_id9_0009,0,CelebDF,CelebDF,real,5,63,64,"[64, 30]",Celeb-real/id9_0009.mp4
celebdf_synthesis_id0_id16_0000,1,CelebDF,CelebDF,synthesis,7,67,64,"[64, 30]",Celeb-synthesis/id0_id16_0000.mp4
celebdf_synthesis_id0_id16_0001,1,CelebDF,CelebDF,synthesis,5,61,64,"[64, 30]",Celeb-synthesis/id0_id16_0001.mp4
celebdf_synthesis_id0_id16_0002,1,CelebDF,CelebDF,synthesis,5,70,64,"[64, 30]",Celeb-synthesis/id0_id16_0002.mp4
celebdf_synthesis_id0_id16_0003,1,CelebDF,CelebDF,synthesis,8,67,64,"[64, 30]",Celeb-synthesis/id0_id16_0003.mp4
celebdf_synthesis_id0_id16_0004,1,CelebDF,CelebDF,synthesis,5,66,64,"[64, 30]",Celeb-synthesis/id0_id16_0004.mp4
celebdf_synthesis_id0_id16_0005,1,CelebDF,CelebDF,synthesis,7,66,64,"[64, 30]",Celeb-synthesis/id0_id16_0005.mp4
celebdf_synthesis_id0_id16_0006,1,CelebDF,CelebDF,synthesis,8,67,64,"[64, 30]",Celeb-synthesis/id0_id16_0006.mp4
celebdf_synthesis_id0_id16_0007,1,CelebDF,CelebDF,synthesis,7,69,64,"[64, 30]",Celeb-synthesis/id0_id16_0007.mp4
celebdf_synthesis_id0_id16_0008,1,CelebDF,CelebDF,synthesis,7,67,64,"[64, 30]",Celeb-synthesis/id0_id16_0008.mp4
celebdf_synthesis_id0_id16_0009,1,CelebDF,CelebDF,synthesis,8,65,64,"[64, 30]",Celeb-synthesis/id0_id16_0009.mp4
celebdf_synthesis_id0_id17_0000,1,CelebDF,CelebDF,synthesis,7,67,64,"[64, 30]",Celeb-synthesis/id0_id17_0000.mp4
celebdf_synthesis_id0_id17_0001,1,CelebDF,CelebDF,synthesis,5,61,64,"[64, 30]",Celeb-synthesis/id0_id17_0001.mp4
celebdf_synthesis_id0_id17_0002,1,CelebDF,CelebDF,synthesis,5,70,64,"[64, 30]",Celeb-synthesis/id0_id17_0002.mp4
celebdf_synthesis_id0_id17_0003,1,CelebDF,CelebDF,synthesis,8,67,64,"[64, 30]",Celeb-synthesis/id0_id17_0003.mp4
celebdf_synthesis_id0_id17_0005,1,CelebDF,CelebDF,synthesis,7,66,64,"[64, 30]",Celeb-synthesis/id0_id17_0005.mp4
celebdf_synthesis_id0_id17_0006,1,CelebDF,CelebDF,synthesis,8,67,64,"[64, 30]",Celeb-synthesis/id0_id17_0006.mp4
celebdf_synthesis_id0_id17_0007,1,CelebDF,CelebDF,synthesis,7,69,64,"[64, 30]",Celeb-synthesis/id0_id17_0007.mp4
celebdf_synthesis_id0_id17_0009,1,CelebDF,CelebDF,synthesis,8,65,64,"[64, 30]",Celeb-synthesis/id0_id17_0009.mp4
celebdf_synthesis_id0_id1_0000,1,CelebDF,CelebDF,synthesis,7,67,64,"[64, 30]",Celeb-synthesis/id0_id1_0000.mp4
celebdf_synthesis_id0_id1_0001,1,CelebDF,CelebDF,synthesis,5,61,64,"[64, 30]",Celeb-synthesis/id0_id1_0001.mp4
celebdf_synthesis_id0_id1_0002,1,CelebDF,CelebDF,synthesis,5,70,64,"[64, 30]",Celeb-synthesis/id0_id1_0002.mp4
celebdf_synthesis_id0_id1_0003,1,CelebDF,CelebDF,synthesis,8,67,64,"[64, 30]",Celeb-synthesis/id0_id1_0003.mp4
celebdf_synthesis_id0_id1_0005,1,CelebDF,CelebDF,synthesis,7,66,64,"[64, 30]",Celeb-synthesis/id0_id1_0005.mp4
celebdf_synthesis_id0_id1_0006,1,CelebDF,CelebDF,synthesis,8,67,64,"[64, 30]",Celeb-synthesis/id0_id1_0006.mp4
celebdf_synthesis_id0_id1_0007,1,CelebDF,CelebDF,synthesis,7,69,64,"[64, 30]",Celeb-synthesis/id0_id1_0007.mp4
celebdf_synthesis_id0_id1_0009,1,CelebDF,CelebDF,synthesis,8,65,64,"[64, 30]",Celeb-synthesis/id0_id1_0009.mp4
celebdf_synthesis_id0_id20_0000,1,CelebDF,CelebDF,synthesis,7,67,64,"[64, 30]",Celeb-synthesis/id0_id20_0000.mp4
celebdf_synthesis_id0_id20_0001,1,CelebDF,CelebDF,synthesis,5,61,64,"[64, 30]",Celeb-synthesis/id0_id20_0001.mp4
celebdf_synthesis_id0_id20_0002,1,CelebDF,CelebDF,synthesis,5,70,64,"[64, 30]",Celeb-synthesis/id0_id20_0002.mp4
celebdf_synthesis_id0_id20_0003,1,CelebDF,CelebDF,synthesis,8,67,64,"[64, 30]",Celeb-synthesis/id0_id20_0003.mp4
celebdf_synthesis_id0_id20_0004,1,CelebDF,CelebDF,synthesis,5,66,64,"[64, 30]",Celeb-synthesis/id0_id20_0004.mp4
celebdf_synthesis_id0_id20_0005,1,CelebDF,CelebDF,synthesis,7,66,64,"[64, 30]",Celeb-synthesis/id0_id20_0005.mp4
celebdf_synthesis_id0_id20_0006,1,CelebDF,CelebDF,synthesis,8,67,64,"[64, 30]",Celeb-synthesis/id0_id20_0006.mp4
celebdf_synthesis_id0_id20_0007,1,CelebDF,CelebDF,synthesis,7,69,64,"[64, 30]",Celeb-synthesis/id0_id20_0007.mp4
celebdf_synthesis_id0_id20_0009,1,CelebDF,CelebDF,synthesis,8,65,64,"[64, 30]",Celeb-synthesis/id0_id20_0009.mp4
celebdf_synthesis_id0_id21_0000,1,CelebDF,CelebDF,synthesis,7,67,64,"[64, 30]",Celeb-synthesis/id0_id21_0000.mp4
celebdf_synthesis_id0_id21_0001,1,CelebDF,CelebDF,synthesis,5,61,64,"[64, 30]",Celeb-synthesis/id0_id21_0001.mp4
celebdf_synthesis_id0_id21_0002,1,CelebDF,CelebDF,synthesis,5,70,64,"[64, 30]",Celeb-synthesis/id0_id21_0002.mp4
celebdf_synthesis_id0_id21_0003,1,CelebDF,CelebDF,synthesis,8,67,64,"[64, 30]",Celeb-synthesis/id0_id21_0003.mp4
celebdf_synthesis_id0_id21_0004,1,CelebDF,CelebDF,synthesis,5,66,64,"[64, 30]",Celeb-synthesis/id0_id21_0004.mp4
celebdf_synthesis_id0_id21_0005,1,CelebDF,CelebDF,synthesis,7,66,64,"[64, 30]",Celeb-synthesis/id0_id21_0005.mp4
celebdf_synthesis_id0_id21_0006,1,CelebDF,CelebDF,synthesis,8,67,64,"[64, 30]",Celeb-synthesis/id0_id21_0006.mp4
celebdf_synthesis_id0_id21_0007,1,CelebDF,CelebDF,synthesis,7,69,64,"[64, 30]",Celeb-synthesis/id0_id21_0007.mp4
celebdf_synthesis_id0_id21_0009,1,CelebDF,CelebDF,synthesis,8,65,64,"[64, 30]",Celeb-synthesis/id0_id21_0009.mp4
celebdf_synthesis_id0_id23_0000,1,CelebDF,CelebDF,synthesis,7,67,64,"[64, 30]",Celeb-synthesis/id0_id23_0000.mp4
celebdf_synthesis_id0_id23_0001,1,CelebDF,CelebDF,synthesis,5,61,64,"[64, 30]",Celeb-synthesis/id0_id23_0001.mp4
celebdf_synthesis_id0_id23_0002,1,CelebDF,CelebDF,synthesis,5,70,64,"[64, 30]",Celeb-synthesis/id0_id23_0002.mp4
celebdf_synthesis_id0_id23_0004,1,CelebDF,CelebDF,synthesis,5,66,64,"[64, 30]",Celeb-synthesis/id0_id23_0004.mp4
celebdf_synthesis_id0_id23_0005,1,CelebDF,CelebDF,synthesis,7,66,64,"[64, 30]",Celeb-synthesis/id0_id23_0005.mp4
celebdf_synthesis_id0_id23_0007,1,CelebDF,CelebDF,synthesis,7,69,64,"[64, 30]",Celeb-synthesis/id0_id23_0007.mp4
celebdf_synthesis_id0_id23_0009,1,CelebDF,CelebDF,synthesis,8,65,64,"[64, 30]",Celeb-synthesis/id0_id23_0009.mp4
celebdf_synthesis_id0_id26_0000,1,CelebDF,CelebDF,synthesis,7,67,64,"[64, 30]",Celeb-synthesis/id0_id26_0000.mp4
celebdf_synthesis_id0_id26_0001,1,CelebDF,CelebDF,synthesis,5,61,64,"[64, 30]",Celeb-synthesis/id0_id26_0001.mp4
celebdf_synthesis_id0_id26_0002,1,CelebDF,CelebDF,synthesis,5,70,64,"[64, 30]",Celeb-synthesis/id0_id26_0002.mp4
celebdf_synthesis_id0_id26_0003,1,CelebDF,CelebDF,synthesis,8,67,64,"[64, 30]",Celeb-synthesis/id0_id26_0003.mp4
celebdf_synthesis_id0_id26_0004,1,CelebDF,CelebDF,synthesis,5,66,64,"[64, 30]",Celeb-synthesis/id0_id26_0004.mp4
celebdf_synthesis_id0_id26_0005,1,CelebDF,CelebDF,synthesis,7,66,64,"[64, 30]",Celeb-synthesis/id0_id26_0005.mp4
celebdf_synthesis_id0_id26_0006,1,CelebDF,CelebDF,synthesis,8,67,64,"[64, 30]",Celeb-synthesis/id0_id26_0006.mp4
celebdf_synthesis_id0_id26_0007,1,CelebDF,CelebDF,synthesis,7,69,64,"[64, 30]",Celeb-synthesis/id0_id26_0007.mp4
celebdf_synthesis_id0_id26_0008,1,CelebDF,CelebDF,synthesis,7,67,64,"[64, 30]",Celeb-synthesis/id0_id26_0008.mp4
celebdf_synthesis_id0_id26_0009,1,CelebDF,CelebDF,synthesis,8,65,64,"[64, 30]",Celeb-synthesis/id0_id26_0009.mp4
celebdf_synthesis_id0_id28_0000,1,CelebDF,CelebDF,synthesis,7,67,64,"[64, 30]",Celeb-synthesis/id0_id28_0000.mp4
celebdf_synthesis_id0_id28_0001,1,CelebDF,CelebDF,synthesis,5,61,64,"[64, 30]",Celeb-synthesis/id0_id28_0001.mp4
celebdf_synthesis_id0_id28_0002,1,CelebDF,CelebDF,synthesis,5,70,64,"[64, 30]",Celeb-synthesis/id0_id28_0002.mp4
celebdf_synthesis_id0_id28_0003,1,CelebDF,CelebDF,synthesis,8,67,64,"[64, 30]",Celeb-synthesis/id0_id28_0003.mp4
celebdf_synthesis_id0_id28_0004,1,CelebDF,CelebDF,synthesis,5,66,64,"[64, 30]",Celeb-synthesis/id0_id28_0004.mp4
celebdf_synthesis_id0_id28_0005,1,CelebDF,CelebDF,synthesis,7,66,64,"[64, 30]",Celeb-synthesis/id0_id28_0005.mp4
celebdf_synthesis_id0_id28_0006,1,CelebDF,CelebDF,synthesis,8,67,64,"[64, 30]",Celeb-synthesis/id0_id28_0006.mp4
celebdf_synthesis_id0_id28_0007,1,CelebDF,CelebDF,synthesis,7,69,64,"[64, 30]",Celeb-synthesis/id0_id28_0007.mp4
celebdf_synthesis_id0_id28_0008,1,CelebDF,CelebDF,synthesis,7,67,64,"[64, 30]",Celeb-synthesis/id0_id28_0008.mp4
celebdf_synthesis_id0_id28_0009,1,CelebDF,CelebDF,synthesis,8,65,64,"[64, 30]",Celeb-synthesis/id0_id28_0009.mp4
celebdf_synthesis_id0_id2_0000,1,CelebDF,CelebDF,synthesis,7,67,64,"[64, 30]",Celeb-synthesis/id0_id2_0000.mp4
celebdf_synthesis_id0_id2_0001,1,CelebDF,CelebDF,synthesis,5,61,64,"[64, 30]",Celeb-synthesis/id0_id2_0001.mp4
celebdf_synthesis_id0_id2_0002,1,CelebDF,CelebDF,synthesis,5,70,64,"[64, 30]",Celeb-synthesis/id0_id2_0002.mp4
celebdf_synthesis_id0_id2_0003,1,CelebDF,CelebDF,synthesis,8,67,64,"[64, 30]",Celeb-synthesis/id0_id2_0003.mp4
celebdf_synthesis_id0_id2_0004,1,CelebDF,CelebDF,synthesis,5,66,64,"[64, 30]",Celeb-synthesis/id0_id2_0004.mp4
celebdf_synthesis_id0_id2_0005,1,CelebDF,CelebDF,synthesis,7,66,64,"[64, 30]",Celeb-synthesis/id0_id2_0005.mp4
celebdf_synthesis_id0_id2_0006,1,CelebDF,CelebDF,synthesis,8,67,64,"[64, 30]",Celeb-synthesis/id0_id2_0006.mp4
celebdf_synthesis_id0_id2_0007,1,CelebDF,CelebDF,synthesis,7,69,64,"[64, 30]",Celeb-synthesis/id0_id2_0007.mp4
celebdf_synthesis_id0_id2_0008,1,CelebDF,CelebDF,synthesis,7,67,64,"[64, 30]",Celeb-synthesis/id0_id2_0008.mp4
celebdf_synthesis_id0_id2_0009,1,CelebDF,CelebDF,synthesis,8,65,64,"[64, 30]",Celeb-synthesis/id0_id2_0009.mp4
celebdf_synthesis_id0_id3_0000,1,CelebDF,CelebDF,synthesis,7,67,64,"[64, 30]",Celeb-synthesis/id0_id3_0000.mp4
celebdf_synthesis_id0_id3_0001,1,CelebDF,CelebDF,synthesis,5,61,64,"[64, 30]",Celeb-synthesis/id0_id3_0001.mp4
celebdf_synthesis_id0_id3_0002,1,CelebDF,CelebDF,synthesis,5,70,64,"[64, 30]",Celeb-synthesis/id0_id3_0002.mp4
celebdf_synthesis_id0_id3_0003,1,CelebDF,CelebDF,synthesis,8,67,64,"[64, 30]",Celeb-synthesis/id0_id3_0003.mp4
celebdf_synthesis_id0_id3_0004,1,CelebDF,CelebDF,synthesis,5,66,64,"[64, 30]",Celeb-synthesis/id0_id3_0004.mp4
celebdf_synthesis_id0_id3_0005,1,CelebDF,CelebDF,synthesis,7,66,64,"[64, 30]",Celeb-synthesis/id0_id3_0005.mp4
celebdf_synthesis_id0_id3_0006,1,CelebDF,CelebDF,synthesis,8,67,64,"[64, 30]",Celeb-synthesis/id0_id3_0006.mp4
celebdf_synthesis_id0_id3_0007,1,CelebDF,CelebDF,synthesis,7,69,64,"[64, 30]",Celeb-synthesis/id0_id3_0007.mp4
celebdf_synthesis_id0_id3_0008,1,CelebDF,CelebDF,synthesis,7,67,64,"[64, 30]",Celeb-synthesis/id0_id3_0008.mp4
celebdf_synthesis_id0_id3_0009,1,CelebDF,CelebDF,synthesis,8,65,64,"[64, 30]",Celeb-synthesis/id0_id3_0009.mp4
celebdf_synthesis_id0_id4_0000,1,CelebDF,CelebDF,synthesis,7,67,64,"[64, 30]",Celeb-synthesis/id0_id4_0000.mp4
celebdf_synthesis_id0_id4_0001,1,CelebDF,CelebDF,synthesis,5,61,64,"[64, 30]",Celeb-synthesis/id0_id4_0001.mp4
celebdf_synthesis_id0_id4_0002,1,CelebDF,CelebDF,synthesis,5,70,64,"[64, 30]",Celeb-synthesis/id0_id4_0002.mp4
celebdf_synthesis_id0_id4_0003,1,CelebDF,CelebDF,synthesis,8,67,64,"[64, 30]",Celeb-synthesis/id0_id4_0003.mp4
celebdf_synthesis_id0_id4_0004,1,CelebDF,CelebDF,synthesis,5,66,64,"[64, 30]",Celeb-synthesis/id0_id4_0004.mp4
celebdf_synthesis_id0_id4_0005,1,CelebDF,CelebDF,synthesis,7,66,64,"[64, 30]",Celeb-synthesis/id0_id4_0005.mp4
celebdf_synthesis_id0_id4_0006,1,CelebDF,CelebDF,synthesis,8,67,64,"[64, 30]",Celeb-synthesis/id0_id4_0006.mp4
celebdf_synthesis_id0_id4_0009,1,CelebDF,CelebDF,synthesis,8,65,64,"[64, 30]",Celeb-synthesis/id0_id4_0009.mp4
celebdf_synthesis_id0_id6_0000,1,CelebDF,CelebDF,synthesis,7,67,64,"[64, 30]",Celeb-synthesis/id0_id6_0000.mp4
celebdf_synthesis_id0_id6_0001,1,CelebDF,CelebDF,synthesis,5,61,64,"[64, 30]",Celeb-synthesis/id0_id6_0001.mp4
celebdf_synthesis_id0_id6_0002,1,CelebDF,CelebDF,synthesis,5,70,64,"[64, 30]",Celeb-synthesis/id0_id6_0002.mp4
celebdf_synthesis_id0_id6_0006,1,CelebDF,CelebDF,synthesis,8,67,64,"[64, 30]",Celeb-synthesis/id0_id6_0006.mp4
celebdf_synthesis_id0_id6_0007,1,CelebDF,CelebDF,synthesis,7,69,64,"[64, 30]",Celeb-synthesis/id0_id6_0007.mp4
celebdf_synthesis_id0_id6_0009,1,CelebDF,CelebDF,synthesis,8,65,64,"[64, 30]",Celeb-synthesis/id0_id6_0009.mp4
celebdf_synthesis_id0_id9_0000,1,CelebDF,CelebDF,synthesis,7,67,64,"[64, 30]",Celeb-synthesis/id0_id9_0000.mp4
celebdf_synthesis_id0_id9_0001,1,CelebDF,CelebDF,synthesis,5,61,64,"[64, 30]",Celeb-synthesis/id0_id9_0001.mp4
celebdf_synthesis_id0_id9_0002,1,CelebDF,CelebDF,synthesis,5,70,64,"[64, 30]",Celeb-synthesis/id0_id9_0002.mp4
celebdf_synthesis_id0_id9_0003,1,CelebDF,CelebDF,synthesis,8,67,64,"[64, 30]",Celeb-synthesis/id0_id9_0003.mp4
celebdf_synthesis_id0_id9_0005,1,CelebDF,CelebDF,synthesis,7,66,64,"[64, 30]",Celeb-synthesis/id0_id9_0005.mp4
celebdf_synthesis_id0_id9_0006,1,CelebDF,CelebDF,synthesis,8,67,64,"[64, 30]",Celeb-synthesis/id0_id9_0006.mp4
celebdf_synthesis_id0_id9_0007,1,CelebDF,CelebDF,synthesis,7,69,64,"[64, 30]",Celeb-synthesis/id0_id9_0007.mp4
celebdf_synthesis_id0_id9_0008,1,CelebDF,CelebDF,synthesis,7,67,64,"[64, 30]",Celeb-synthesis/id0_id9_0008.mp4
celebdf_synthesis_id0_id9_0009,1,CelebDF,CelebDF,synthesis,8,65,64,"[64, 30]",Celeb-synthesis/id0_id9_0009.mp4
celebdf_synthesis_id10_id11_0001,1,CelebDF,CelebDF,synthesis,2,53,64,"[64, 30]",Celeb-synthesis/id10_id11_0001.mp4
celebdf_synthesis_id10_id11_0002,1,CelebDF,CelebDF,synthesis,5,65,64,"[64, 30]",Celeb-synthesis/id10_id11_0002.mp4
celebdf_synthesis_id10_id11_0003,1,CelebDF,CelebDF,synthesis,5,69,64,"[64, 30]",Celeb-synthesis/id10_id11_0003.mp4
celebdf_synthesis_id10_id11_0004,1,CelebDF,CelebDF,synthesis,8,65,64,"[64, 30]",Celeb-synthesis/id10_id11_0004.mp4
celebdf_synthesis_id10_id11_0005,1,CelebDF,CelebDF,synthesis,5,64,64,"[64, 30]",Celeb-synthesis/id10_id11_0005.mp4
celebdf_synthesis_id10_id11_0006,1,CelebDF,CelebDF,synthesis,3,54,64,"[64, 30]",Celeb-synthesis/id10_id11_0006.mp4
celebdf_synthesis_id10_id11_0007,1,CelebDF,CelebDF,synthesis,8,62,64,"[64, 30]",Celeb-synthesis/id10_id11_0007.mp4
celebdf_synthesis_id10_id11_0008,1,CelebDF,CelebDF,synthesis,6,64,64,"[64, 30]",Celeb-synthesis/id10_id11_0008.mp4
