sample_id,npy_path,meta_path,emotion,text,label
vid_000167_22__walk_down_hall_angry,data\processed\vid_000167_22__walk_down_hall_angry\au_sequence.npy,data\processed\vid_000167_22__walk_down_hall_angry\meta.json,angry,,0
vid_000168_05__talking_against_wall,data\processed\vid_000168_05__talking_against_wall\au_sequence.npy,data\processed\vid_000168_05__talking_against_wall\meta.json,,,0
vid_000169_02__kitchen_still,data\processed\vid_000169_02__kitchen_still\au_sequence.npy,data\processed\vid_000169_02__kitchen_still\meta.json,,,0
vid_000170_16__walk_down_hall_angry,data\processed\vid_000170_16__walk_down_hall_angry\au_sequence.npy,data\processed\vid_000170_16__walk_down_hall_angry\meta.json,angry,,0
vid_000171_01__walking_outside_cafe_disgusted,data\processed\vid_000171_01__walking_outside_cafe_disgusted\au_sequence.npy,data\processed\vid_000171_01__walking_outside_cafe_disgusted\meta.json,disgust,,0
vid_000172_04__outside_talking_still_laughing,data\processed\vid_000172_04__outside_talking_still_laughing\au_sequence.npy,data\processed\vid_000172_04__outside_talking_still_laughing\meta.json,,,0
vid_000173_05__kitchen_pan,data\processed\vid_000173_05__kitchen_pan\au_sequence.npy,data\processed\vid_000173_05__kitchen_pan\meta.json,,,0
vid_000174_02__exit_phone_room,data\processed\vid_000174_02__exit_phone_room\au_sequence.npy,data\processed\vid_000174_02__exit_phone_room\meta.json,,,0
vid_000175_23__walking_down_street_outside_angry,data\processed\vid_000175_23__walking_down_street_outside_angry\au_sequence.npy,data\processed\vid_000175_23__walking_down_street_outside_angry\meta.json,angry,,0
vid_000176_23__walking_outside_cafe_disgusted,data\processed\vid_000176_23__walking_outside_cafe_disgusted\au_sequence.npy,data\processed\vid_000176_23__walking_outside_cafe_disgusted\meta.json,disgust,,0
vid_000177_05__walking_down_street_outside_angry,data\processed\vid_000177_05__walking_down_street_outside_angry\au_sequence.npy,data\processed\vid_000177_05__walking_down_street_outside_angry\meta.json,angry,,0
vid_000178_11__podium_speech_happy,data\processed\vid_000178_11__podium_speech_happy\au_sequence.npy,data\processed\vid_000178_11__podium_speech_happy\meta.json,happy,,0
vid_000179_14__walking_down_street_outside_angry,data\processed\vid_000179_14__walking_down_street_outside_angry\au_sequence.npy,data\processed\vid_000179_14__walking_down_street_outside_angry\meta.json,angry,,0
vid_000180_07__talking_angry_couch,data\processed\vid_000180_07__talking_angry_couch\au_sequence.npy,data\processed\vid_000180_07__talking_angry_couch\meta.json,angry,,0
vid_000181_03__podium_speech_happy,data\processed\vid_000181_03__podium_speech_happy\au_sequence.npy,data\processed\vid_000181_03__podium_speech_happy\meta.json,happy,,0
vid_000182_21__outside_talking_still_laughing,data\processed\vid_000182_21__outside_talking_still_laughing\au_sequence.npy,data\processed\vid_000182_21__outside_talking_still_laughing\meta.json,,,0
vid_000183_22__talking_against_wall,data\processed\vid_000183_22__talking_against_wall\au_sequence.npy,data\processed\vid_000183_22__talking_against_wall\meta.json,,,0
vid_000184_22__secret_conversation,data\processed\vid_000184_22__secret_conversation\au_sequence.npy,data\processed\vid_000184_22__secret_conversation\meta.json,,,0
vid_000185_01__podium_speech_happy,data\processed\vid_000185_01__podium_speech_happy\au_sequence.npy,data\processed\vid_000185_01__podium_speech_happy\meta.json,happy,,0
vid_000186_13__secret_conversation,data\processed\vid_000186_13__secret_conversation\au_sequence.npy,data\processed\vid_000186_13__secret_conversation\meta.json,,,0
vid_000187_24__kitchen_pan,data\processed\vid_000187_24__kitchen_pan\au_sequence.npy,data\processed\vid_000187_24__kitchen_pan\meta.json,,,0
vid_000188_26__talking_against_wall,data\processed\vid_000188_26__talking_against_wall\au_sequence.npy,data\processed\vid_000188_26__talking_against_wall\meta.json,,,0
vid_000189_24__secret_conversation,data\processed\vid_000189_24__secret_conversation\au_sequence.npy,data\processed\vid_000189_24__secret_conversation\meta.json,,,0
vid_000190_10__walking_down_street_outside_angry,data\processed\vid_000190_10__walking_down_street_outside_angry\au_sequence.npy,data\processed\vid_000190_10__walking_down_street_outside_angry\meta.json,angry,,0
vid_000191_04__secret_conversation,data\processed\vid_000191_04__secret_conversation\au_sequence.npy,data\processed\vid_000191_04__secret_conversation\meta.json,,,0
vid_000192_27__walk_down_hall_angry,data\processed\vid_000192_27__walk_down_hall_angry\au_sequence.npy,data\processed\vid_000192_27__walk_down_hall_angry\meta.json,angry,,0
vid_000193_02__outside_talking_pan_laughing,data\processed\vid_000193_02__outside_talking_pan_laughing\au_sequence.npy,data\processed\vid_000193_02__outside_talking_pan_laughing\meta.json,,,0
vid_000194_23__outside_talking_still_laughing,data\processed\vid_000194_23__outside_talking_still_laughing\au_sequence.npy,data\processed\vid_000194_23__outside_talking_still_laughing\meta.json,,,0
vid_000195_10__outside_talking_pan_laughing,data\processed\vid_000195_10__outside_talking_pan_laughing\au_sequence.npy,data\processed\vid_000195_10__outside_talking_pan_laughing\meta.json,,,0
vid_000196_25__talking_against_wall,data\processed\vid_000196_25__talking_against_wall\au_sequence.npy,data\processed\vid_000196_25__talking_against_wall\meta.json,,,0
vid_000197_13__kitchen_still,data\processed\vid_000197_13__kitchen_still\au_sequence.npy,data\processed\vid_000197_13__kitchen_still\meta.json,,,0
vid_000198_17__podium_speech_happy,data\processed\vid_000198_17__podium_speech_happy\au_sequence.npy,data\processed\vid_000198_17__podium_speech_happy\meta.json,happy,,0
vid_000199_23__walking_and_outside_surprised,data\processed\vid_000199_23__walking_and_outside_surprised\au_sequence.npy,data\processed\vid_000199_23__walking_and_outside_surprised\meta.json,surprise,,0
vid_000200_23__secret_conversation,data\processed\vid_000200_23__secret_conversation\au_sequence.npy,data\processed\vid_000200_23__secret_conversation\meta.json,,,0
